origin_value,company name,traded price,book value,price book ratio,PE ratio,Current ratio,Profit Margin,Return on Assets,Return on Equity,5 year average yield,Forward Annual Dividend Yield,Trailing Annual Dividend Yield,52-Week High,52-Week Low,beta,exchange,sector,industry,total_equity_5,total_equity_4,total_equity_3,total_equity_2,total_equity_1,total_liability_5,total_liability_4,total_liability_3,total_liability_2,total_liability_1,total_asset_5,total_asset_4,total_asset_3,total_asset_2,total_asset_1,balance sheet page,industry page,statistics page,origin_url,origin_pattern,createdAt,updatedAt,pingedAt
P2P.SI,Lyxor ThaiSET US$ (P2P.SI),141.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=P2P.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
JC6.SI,Lyxor USDJIA US$ (JC6.SI),18.33,0.00,N/A,N/A,N/A,,,,,,1.40,19.00,16.50,,SES,N/A,N/A,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q/pr?s=JC6.SI,https://sg.finance.yahoo.com/q/ks?s=JC6.SI,https://sg.finance.yahoo.com/q?s=JC6.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
H1Q.SI,Lyxor Nasdaq US$ (H1Q.SI),17.86,0.00,N/A,N/A,N/A,,,,,,0.80,18.12,14.29,,SES,N/A,N/A,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q/pr?s=H1Q.SI,https://sg.finance.yahoo.com/q/ks?s=H1Q.SI,https://sg.finance.yahoo.com/q?s=H1Q.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
G1N.SI,Lyxor MSIndia US$ (G1N.SI),16.57,0.00,N/A,N/A,N/A,,,,,,,18.40,14.10,,SES,N/A,N/A,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q/pr?s=G1N.SI,https://sg.finance.yahoo.com/q/ks?s=G1N.SI,https://sg.finance.yahoo.com/q?s=G1N.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
AO9.SI,Lyxor Korea US$ (AO9.SI),5.53,0.00,N/A,N/A,N/A,,,,,,,5.95,4.84,,SES,N/A,N/A,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q/pr?s=AO9.SI,https://sg.finance.yahoo.com/q/ks?s=AO9.SI,https://sg.finance.yahoo.com/q?s=AO9.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
P2Q.SI,Lyxor Indonesia US$ (P2Q.SI),90.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=P2Q.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
M04.SI,Mandarin Oriental International Ltd (M04.SI),1.63,0.95,1.71,16.93,1.15,14.27,3.85,9.90,,,4.30,1.84,1.52,,SES,Services,Lodging,,,,,,"947,000","1,024,000","817,000","806,000",,"1,909,000","2,018,000","1,768,000","1,722,000",,https://sg.finance.yahoo.com/q/bs?s=M04.SI&annual,https://sg.finance.yahoo.com/q/pr?s=M04.SI,https://sg.finance.yahoo.com/q/ks?s=M04.SI,https://sg.finance.yahoo.com/q?s=M04.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
G1K.SI,LYXOR Asia EX US$ (G1K.SI),5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=G1K.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
N14.SI,M Development Ltd (N14.SI),0.01,0.01,1.20,N/A,1.12,1.32,0.06,0.74,,,,0.01,0.00,,SES,Services,Lodging,,,,,,"21,000","15,000","22,000","7,000",,"33,000","27,000","31,000","14,000",,https://sg.finance.yahoo.com/q/bs?s=N14.SI&annual,https://sg.finance.yahoo.com/q/pr?s=N14.SI,https://sg.finance.yahoo.com/q/ks?s=N14.SI,https://sg.finance.yahoo.com/q?s=N14.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
H1P.SI,Lyxor World US$ (H1P.SI),1.81,0.00,N/A,N/A,N/A,,,,,,1.70,1.81,1.66,,SES,N/A,N/A,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q/pr?s=H1P.SI,https://sg.finance.yahoo.com/q/ks?s=H1P.SI,https://sg.finance.yahoo.com/q?s=H1P.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
A9A.SI,Lyxor Taiwan US$ (A9A.SI),1.29,0.00,N/A,N/A,N/A,,,,,,,1.29,1.01,,SES,N/A,N/A,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q/pr?s=A9A.SI,https://sg.finance.yahoo.com/q/ks?s=A9A.SI,https://sg.finance.yahoo.com/q?s=A9A.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
JC7.SI,Lyxor Russia US$ (JC7.SI),3.05,0.00,N/A,N/A,N/A,,,,,,,4.06,1.88,,SES,N/A,N/A,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q/pr?s=JC7.SI,https://sg.finance.yahoo.com/q/ks?s=JC7.SI,https://sg.finance.yahoo.com/q?s=JC7.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
G1M.SI,Lyxor MAL US$ (G1M.SI),9.42,0.00,N/A,N/A,N/A,,,,,,,10.84,8.92,,SES,N/A,N/A,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q/pr?s=G1M.SI,https://sg.finance.yahoo.com/q/ks?s=G1M.SI,https://sg.finance.yahoo.com/q?s=G1M.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
H1O.SI,Lyxor LATAM US$ (H1O.SI),5.60,0.00,N/A,N/A,N/A,,,,,,,7.48,5.19,,SES,N/A,N/A,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q/pr?s=H1O.SI,https://sg.finance.yahoo.com/q/ks?s=H1O.SI,https://sg.finance.yahoo.com/q?s=H1O.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
CW4.SI,Lyxor Japan US$ (CW4.SI),1.32,0.00,N/A,N/A,N/A,,,,,,1.80,1.34,1.10,,SES,N/A,N/A,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q/pr?s=CW4.SI,https://sg.finance.yahoo.com/q/ks?s=CW4.SI,https://sg.finance.yahoo.com/q?s=CW4.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
A9B.SI,Lyxor HSI US$ (A9B.SI),3.53,0.00,N/A,N/A,N/A,,,,,,2.50,3.61,2.75,,SES,N/A,N/A,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q/pr?s=A9B.SI,https://sg.finance.yahoo.com/q/ks?s=A9B.SI,https://sg.finance.yahoo.com/q?s=A9B.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
JC5.SI,Lyxor Europe US$ (JC5.SI),15.17,0.00,N/A,N/A,N/A,,,,,,2.90,16.78,13.38,,SES,N/A,N/A,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q/pr?s=JC5.SI,https://sg.finance.yahoo.com/q/ks?s=JC5.SI,https://sg.finance.yahoo.com/q?s=JC5.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
H1N.SI,Lyxor EM Mkt US$ (H1N.SI),11.04,0.00,N/A,N/A,N/A,,,,,,,11.32,9.46,,SES,N/A,N/A,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q/pr?s=H1N.SI,https://sg.finance.yahoo.com/q/ks?s=H1N.SI,https://sg.finance.yahoo.com/q?s=H1N.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
L34.SI,Luxking Group Holdings Ltd (L34.SI),0.03,0.10,0.30,7.50,1.88,0.90,3.55,3.98,,,,0.03,0.02,,SES,Consumer Goods,Rubber & Plastics,,,,,,"269,000","277,000","269,000","310,000",,"423,000","426,000","417,000","454,000",,https://sg.finance.yahoo.com/q/bs?s=L34.SI&annual,https://sg.finance.yahoo.com/q/pr?s=L34.SI,https://sg.finance.yahoo.com/q/ks?s=L34.SI,https://sg.finance.yahoo.com/q?s=L34.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
L09.SI,Lung Kee (Bermuda) Holdings Ltd (L09.SI),0.45,0.48,0.93,16.07,2.93,5.69,12.32,5.73,,,33.30,0.50,0.44,,SES,Industrial Goods,Metal Fabrication,,,,,,"624,000","719,000","672,000","796,000",,"3,007,000","3,210,000","3,096,000","3,121,000",,https://sg.finance.yahoo.com/q/bs?s=L09.SI&annual,https://sg.finance.yahoo.com/q/pr?s=L09.SI,https://sg.finance.yahoo.com/q/ks?s=L09.SI,https://sg.finance.yahoo.com/q?s=L09.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
594.SI,Loyz Energy Ltd (594.SI),0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=594.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
L17.SI,LTC Corporation Ltd (L17.SI),0.72,1.17,0.62,18.46,3.68,5.06,1.71,3.49,,,1.40,0.78,0.64,,SES,Basic Materials,Steel & Iron,,,,,,"71,000","76,000","93,000","81,000",,"345,000","343,000","320,000","273,000",,https://sg.finance.yahoo.com/q/bs?s=L17.SI&annual,https://sg.finance.yahoo.com/q/pr?s=L17.SI,https://sg.finance.yahoo.com/q/ks?s=L17.SI,https://sg.finance.yahoo.com/q?s=L17.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
F1E.SI,Low Keng Huat (Singapore) Ltd (F1E.SI),0.76,0.61,1.25,3.85,3.15,11.70,8.74,30.62,,,3.10,0.78,0.63,,SES,Industrial Goods,General Contractors,,,,,,"631,000","1,233,000","933,000","752,000",,"1,275,000","1,725,000","1,422,000","1,156,000",,https://sg.finance.yahoo.com/q/bs?s=F1E.SI&annual,https://sg.finance.yahoo.com/q/pr?s=F1E.SI,https://sg.finance.yahoo.com/q/ks?s=F1E.SI,https://sg.finance.yahoo.com/q?s=F1E.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
O6Z.SI,Lonza (O6Z.SI),79.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=O6Z.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
D5IU.SI,Lippo Malls Indonesia Retail Trust (D5IU.SI),0.36,0.32,1.14,18.95,0.56,46.59,3.75,5.91,,,5.70,0.42,0.31,,SES,Financial,REIT - Retail,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q/pr?s=D5IU.SI,https://sg.finance.yahoo.com/q/ks?s=D5IU.SI,https://sg.finance.yahoo.com/q?s=D5IU.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
E94.SI,Lizhong Wheel Group Ltd (E94.SI),0.25,0.56,0.45,4.17,1.20,3.02,3.05,10.97,,,,0.26,0.18,,SES,Consumer Goods,Auto Parts,,,,,,"2,079,000","1,798,000","1,594,000","1,384,000",,"2,940,000","2,593,000","2,283,000","2,025,000",,https://sg.finance.yahoo.com/q/bs?s=E94.SI&annual,https://sg.finance.yahoo.com/q/pr?s=E94.SI,https://sg.finance.yahoo.com/q/ks?s=E94.SI,https://sg.finance.yahoo.com/q?s=E94.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
TI6.SI,Linc Energy Ltd (TI6.SI),0.36,0.28,1.35,N/A,2.06,144.49,7.40,58.41,,,,1.44,0.35,,SES,Basic Materials,Independent Oil & Gas,,,,,,"676,000","624,000","274,000","87,000",,"943,000","1,068,000","728,000","601,000",,https://sg.finance.yahoo.com/q/bs?s=TI6.SI&annual,https://sg.finance.yahoo.com/q/pr?s=TI6.SI,https://sg.finance.yahoo.com/q/ks?s=TI6.SI,https://sg.finance.yahoo.com/q?s=TI6.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
5FW.SI,Linair Technologies Ltd (5FW.SI),0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=5FW.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
L46.SI,Luzhou Bio-Chem Technology Ltd (L46.SI),0.03,0.03,1.00,N/A,0.91,16.38,6.44,140.34,,,,0.06,0.03,,SES,Consumer Goods,Food - Major Diversified,,,,,,"1,169,000","1,159,000","1,243,000","1,279,000",,"1,241,000","1,571,000","1,779,000","1,833,000",,https://sg.finance.yahoo.com/q/bs?s=L46.SI&annual,https://sg.finance.yahoo.com/q/pr?s=L46.SI,https://sg.finance.yahoo.com/q/ks?s=L46.SI,https://sg.finance.yahoo.com/q?s=L46.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
L19.SI,Lum Chang Holdings Ltd (L19.SI),0.38,0.37,1.01,11.36,1.27,8.02,1.69,9.47,,,5.30,0.40,0.35,,SES,Financial,Property Management,,,,,,"337,000","314,000","213,000","173,000",,"544,000","495,000","379,000","329,000",,https://sg.finance.yahoo.com/q/bs?s=L19.SI&annual,https://sg.finance.yahoo.com/q/pr?s=L19.SI,https://sg.finance.yahoo.com/q/ks?s=L19.SI,https://sg.finance.yahoo.com/q?s=L19.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
L07Z.SI,LTA n4.17%160510 (L07Z.SI),1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=L07Z.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
5IE.SI,Lorenzo International Ltd (5IE.SI),0.06,0.09,0.73,6.40,1.16,4.22,2.61,11.86,,,,0.11,0.05,,SES,Consumer Goods,Home Furnishings & Fixtures,,,,,,"44,000","40,000","46,000","45,000",,"76,000","67,000","78,000","83,000",,https://sg.finance.yahoo.com/q/bs?s=5IE.SI&annual,https://sg.finance.yahoo.com/q/pr?s=5IE.SI,https://sg.finance.yahoo.com/q/ks?s=5IE.SI,https://sg.finance.yahoo.com/q?s=5IE.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
M22.SI,LottVision Ltd (M22.SI),0.01,0.01,1.17,N/A,2.34,1.19,1.07,3.56,,,,0.02,0.00,,SES,Services,Security & Protection Services,,,,,,"134,000","140,000","16,000","18,000",,"237,000","238,000","13,000","92,000",,https://sg.finance.yahoo.com/q/bs?s=M22.SI&annual,https://sg.finance.yahoo.com/q/pr?s=M22.SI,https://sg.finance.yahoo.com/q/ks?s=M22.SI,https://sg.finance.yahoo.com/q?s=M22.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
5VI.SI,$ Logistics (5VI.SI),0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=5VI.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
L28.SI,Longcheer Holdings Ltd (L28.SI),0.07,0.12,0.65,2.35,2.99,1.24,1.95,20.35,,,,0.35,0.06,,SES,Technology,Communication Equipment,,,,,,"1,990,000","1,778,000","733,000","657,000",,"2,676,000","2,433,000","1,334,000","1,354,000",,https://sg.finance.yahoo.com/q/bs?s=L28.SI&annual,https://sg.finance.yahoo.com/q/pr?s=L28.SI,https://sg.finance.yahoo.com/q/ks?s=L28.SI,https://sg.finance.yahoo.com/q?s=L28.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
L08.SI,Lion Asiapac Ltd (L08.SI),0.11,0.22,0.50,111.00,19.56,1.39,0.04,0.37,,,0.90,0.16,0.11,,SES,Industrial Goods,General Building Materials,,,,,,"7,000","26,000","9,000","12,000",,"128,000","148,000","129,000","125,000",,https://sg.finance.yahoo.com/q/bs?s=L08.SI&annual,https://sg.finance.yahoo.com/q/pr?s=L08.SI,https://sg.finance.yahoo.com/q/ks?s=L08.SI,https://sg.finance.yahoo.com/q?s=L08.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
A78.SI,"The Think Environmental Co., Ltd. (A78.SI)",0.02,0.03,0.67,N/A,0.60,118.30,34.37,140.90,,,,0.12,0.01,,SES,Industrial Goods,Waste Management,,,,,,"91,000","112,000","62,000","34,000",,"196,000","388,000","92,000","84,000",,https://sg.finance.yahoo.com/q/bs?s=A78.SI&annual,https://sg.finance.yahoo.com/q/pr?s=A78.SI,https://sg.finance.yahoo.com/q/ks?s=A78.SI,https://sg.finance.yahoo.com/q?s=A78.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
L03.SI,Lian Beng Group Ltd (L03.SI),0.56,0.60,0.95,4.45,1.35,11.43,3.60,28.22,,,3.50,0.77,0.54,,SES,Industrial Goods,General Contractors,,,,,,"649,000","531,000","355,000","380,000",,"1,104,000","868,000","587,000","569,000",,https://sg.finance.yahoo.com/q/bs?s=L03.SI&annual,https://sg.finance.yahoo.com/q/pr?s=L03.SI,https://sg.finance.yahoo.com/q/ks?s=L03.SI,https://sg.finance.yahoo.com/q?s=L03.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
L20.SI,LifeBrandz Ltd (L20.SI),0.00,0.00,3.00,N/A,0.82,37.10,33.36,254.00,,,,0.01,0.00,,SES,Services,Business Services,,,,,,"4,000","7,000","6,000","4,000",,"7,000","12,000","8,000","11,000",,https://sg.finance.yahoo.com/q/bs?s=L20.SI&annual,https://sg.finance.yahoo.com/q/pr?s=L20.SI,https://sg.finance.yahoo.com/q/ks?s=L20.SI,https://sg.finance.yahoo.com/q?s=L20.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
587.SI,Lereno Bio-Chem Ltd (587.SI),0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=587.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
Q0X.SI,Ley Choon Group Holdings Ltd (Q0X.SI),0.07,0.09,0.80,N/A,1.03,21.00,6.12,36.24,,,3.40,0.18,0.05,,SES,Industrial Goods,General Contractors,,,,,,"2,000","3,000",,"3,000",,"7,000","14,000",,"13,000",,https://sg.finance.yahoo.com/q/bs?s=Q0X.SI&annual,https://sg.finance.yahoo.com/q/pr?s=Q0X.SI,https://sg.finance.yahoo.com/q/ks?s=Q0X.SI,https://sg.finance.yahoo.com/q?s=Q0X.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
L22.SI,Lankom Electronics Ltd (L22.SI),0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=L22.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
LS9.SI,Leader Environmental Technologies Ltd (LS9.SI),0.06,0.09,0.65,N/A,2.29,0.13,1.05,0.03,,,,0.08,0.05,,SES,Industrial Goods,Pollution & Treatment Controls,,,,,,"239,000","160,000","171,000","232,000",,"559,000","474,000","576,000","688,000",,https://sg.finance.yahoo.com/q/bs?s=LS9.SI&annual,https://sg.finance.yahoo.com/q/pr?s=LS9.SI,https://sg.finance.yahoo.com/q/ks?s=LS9.SI,https://sg.finance.yahoo.com/q?s=LS9.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
L38.SI,LCD Global Investments Ltd (L38.SI),0.28,0.20,1.37,N/A,1.23,12.51,1.72,1.29,,,3.60,0.36,0.14,,SES,Services,Lodging,,,,,,"81,000","82,000","89,000","88,000",,"414,000","426,000","433,000","329,000",,https://sg.finance.yahoo.com/q/bs?s=L38.SI&annual,https://sg.finance.yahoo.com/q/pr?s=L38.SI,https://sg.finance.yahoo.com/q/ks?s=L38.SI,https://sg.finance.yahoo.com/q?s=L38.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
L15.SI,Lindeteves-Jacoberg Ltd (L15.SI),0.04,0.02,1.65,N/A,2.46,29.46,9.46,85.39,,,,0.07,0.03,,SES,Technology,Diversified Electronics,,,,,,"18,000","21,000","27,000","43,000",,"40,000","38,000","33,000","30,000",,https://sg.finance.yahoo.com/q/bs?s=L15.SI&annual,https://sg.finance.yahoo.com/q/pr?s=L15.SI,https://sg.finance.yahoo.com/q/ks?s=L15.SI,https://sg.finance.yahoo.com/q?s=L15.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
EB7.SI,KTL Global Ltd (EB7.SI),0.18,0.15,1.19,22.25,1.47,3.19,2.00,5.37,,,2.50,0.19,0.10,,SES,Basic Materials,Oil & Gas Equipment & Services,,,,,,"40,000","38,000","33,000","42,000",,"86,000","80,000","70,000","78,000",,https://sg.finance.yahoo.com/q/bs?s=EB7.SI&annual,https://sg.finance.yahoo.com/q/pr?s=EB7.SI,https://sg.finance.yahoo.com/q/ks?s=EB7.SI,https://sg.finance.yahoo.com/q?s=EB7.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
E9A.SI,Li Heng Chemical Fibre Technologies Ltd (E9A.SI),0.14,0.36,0.38,N/A,5.32,0.01,0.18,0.01,,,,0.14,0.07,,SES,Industrial Goods,Textile Industrial,,,,,,"348,000","622,000","943,000","1,402,000",,"4,187,000","4,461,000","4,729,000","5,147,000",,https://sg.finance.yahoo.com/q/bs?s=E9A.SI&annual,https://sg.finance.yahoo.com/q/pr?s=E9A.SI,https://sg.finance.yahoo.com/q/ks?s=E9A.SI,https://sg.finance.yahoo.com/q?s=E9A.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
41O.SI,$ LHN (41O.SI),0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=41O.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
L10.SI,LHT Holdings Ltd (L10.SI),0.14,0.15,0.94,14.00,3.69,6.27,0.36,7.16,,,3.60,0.15,0.12,,SES,Industrial Goods,"Lumber, Wood Production",,,,,,"11,000","12,000","8,000","8,000",,"54,000","53,000","48,000","46,000",,https://sg.finance.yahoo.com/q/bs?s=L10.SI&annual,https://sg.finance.yahoo.com/q/pr?s=L10.SI,https://sg.finance.yahoo.com/q/ks?s=L10.SI,https://sg.finance.yahoo.com/q?s=L10.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
593.SI,Lee Metal Group Ltd (593.SI),0.34,0.28,1.21,6.44,1.65,6.37,4.51,19.60,,,2.10,0.42,0.31,,SES,Basic Materials,Steel & Iron,,,,,,"220,000","260,000","238,000","251,000",,"397,000","420,000","368,000","367,000",,https://sg.finance.yahoo.com/q/bs?s=593.SI&annual,https://sg.finance.yahoo.com/q/pr?s=593.SI,https://sg.finance.yahoo.com/q/ks?s=593.SI,https://sg.finance.yahoo.com/q?s=593.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
5EL.SI,Lasseters International Holdings Ltd (5EL.SI),0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=5EL.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
ATO.SI,Lang Capital USD S (ATO.SI),0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=ATO.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
Q7W.SI,Lantrovision S Ltd (Q7W.SI),0.51,0.30,1.68,14.57,4.58,8.48,7.17,12.19,,,5.90,0.69,0.43,,SES,Technology,Wireless Communications,,,,,,"32,000","24,000","29,000","32,000",,"149,000","132,000","126,000","119,000",,https://sg.finance.yahoo.com/q/bs?s=Q7W.SI&annual,https://sg.finance.yahoo.com/q/pr?s=Q7W.SI,https://sg.finance.yahoo.com/q/ks?s=Q7W.SI,https://sg.finance.yahoo.com/q?s=Q7W.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
